iteration	evaluations	runtime[s]	Cuenta_de_+[MAX]	Valor_objetivo-MIN[MIN]
675	16875	0.976	5	98
675	16875	0.976	3	18
675	16875	0.976	2	0
676	16900	0.977	5	98
676	16900	0.977	3	18
676	16900	0.977	2	0
677	16925	0.978	5	98
677	16925	0.978	3	18
677	16925	0.978	2	0
678	16950	0.979	5	98
678	16950	0.979	3	18
678	16950	0.979	2	0
679	16975	0.98	5	98
679	16975	0.98	3	18
679	16975	0.98	2	0
680	17000	0.981	5	98
680	17000	0.981	3	18
680	17000	0.981	2	0
681	17025	0.981	5	98
681	17025	0.981	3	18
681	17025	0.981	2	0
682	17050	0.982	5	98
682	17050	0.982	3	18
682	17050	0.982	2	0
683	17075	0.983	5	98
683	17075	0.983	3	18
683	17075	0.983	2	0
684	17100	0.984	5	98
684	17100	0.984	3	18
684	17100	0.984	2	0
685	17125	0.985	5	98
685	17125	0.985	3	18
685	17125	0.985	2	0
686	17150	0.986	5	98
686	17150	0.986	3	18
686	17150	0.986	2	0
687	17175	0.986	5	98
687	17175	0.986	3	18
687	17175	0.986	2	0
688	17200	0.989	5	98
688	17200	0.989	3	18
688	17200	0.989	2	0
689	17225	0.989	5	98
689	17225	0.989	3	18
689	17225	0.989	2	0
690	17250	0.99	5	98
690	17250	0.99	3	18
690	17250	0.99	2	0
691	17275	0.991	5	98
691	17275	0.991	3	18
691	17275	0.991	2	0
692	17300	0.992	5	98
692	17300	0.992	3	18
692	17300	0.992	2	0
693	17325	0.993	5	98
693	17325	0.993	3	18
693	17325	0.993	2	0
694	17350	0.993	5	98
694	17350	0.993	3	18
694	17350	0.993	2	0
695	17375	0.996	5	98
695	17375	0.996	3	18
695	17375	0.996	2	0
696	17400	0.997	5	98
696	17400	0.997	3	18
696	17400	0.997	2	0
697	17425	0.998	5	98
697	17425	0.998	3	18
697	17425	0.998	2	0
698	17450	0.998	5	98
698	17450	0.998	3	18
698	17450	0.998	2	0
699	17475	0.999	5	98
699	17475	0.999	3	18
699	17475	0.999	2	0
700	17500	1.0	5	98
700	17500	1.0	3	18
700	17500	1.0	2	0
701	17525	1.001	5	98
701	17525	1.001	3	18
701	17525	1.001	2	0
702	17550	1.002	5	98
702	17550	1.002	3	18
702	17550	1.002	2	0
703	17575	1.004	5	98
703	17575	1.004	3	18
703	17575	1.004	2	0
704	17600	1.005	5	98
704	17600	1.005	3	18
704	17600	1.005	2	0
705	17625	1.006	5	98
705	17625	1.006	3	18
705	17625	1.006	2	0
706	17650	1.007	5	98
706	17650	1.007	3	18
706	17650	1.007	2	0
707	17675	1.009	5	98
707	17675	1.009	3	18
707	17675	1.009	2	0
708	17700	1.011	5	98
708	17700	1.011	3	18
708	17700	1.011	2	0
709	17725	1.013	5	98
709	17725	1.013	3	18
709	17725	1.013	2	0
710	17750	1.014	5	98
710	17750	1.014	3	18
710	17750	1.014	2	0
711	17775	1.016	5	98
711	17775	1.016	3	18
711	17775	1.016	2	0
712	17800	1.018	5	98
712	17800	1.018	3	18
712	17800	1.018	2	0
713	17825	1.018	5	98
713	17825	1.018	3	18
713	17825	1.018	2	0
714	17850	1.019	5	98
714	17850	1.019	3	18
714	17850	1.019	2	0
715	17875	1.02	5	98
715	17875	1.02	3	18
715	17875	1.02	2	0
716	17900	1.021	5	98
716	17900	1.021	3	18
716	17900	1.021	2	0
717	17925	1.022	5	98
717	17925	1.022	3	18
717	17925	1.022	2	0
718	17950	1.023	5	98
718	17950	1.023	3	18
718	17950	1.023	2	0
719	17975	1.025	5	98
719	17975	1.025	3	18
719	17975	1.025	2	0
720	18000	1.027	5	98
720	18000	1.027	3	18
720	18000	1.027	2	0
721	18025	1.029	5	98
721	18025	1.029	3	18
721	18025	1.029	2	0
722	18050	1.03	5	98
722	18050	1.03	3	18
722	18050	1.03	2	0
723	18075	1.032	5	98
723	18075	1.032	3	18
723	18075	1.032	2	0
724	18100	1.033	5	98
724	18100	1.033	3	18
724	18100	1.033	2	0
725	18125	1.035	5	98
725	18125	1.035	3	18
725	18125	1.035	2	0
726	18150	1.036	5	98
726	18150	1.036	3	18
726	18150	1.036	2	0
727	18175	1.038	5	98
727	18175	1.038	3	18
727	18175	1.038	2	0
728	18200	1.039	5	98
728	18200	1.039	3	18
728	18200	1.039	2	0
729	18225	1.039	5	98
729	18225	1.039	3	18
729	18225	1.039	2	0
730	18250	1.041	5	98
730	18250	1.041	3	18
730	18250	1.041	2	0
731	18275	1.043	5	98
731	18275	1.043	3	18
731	18275	1.043	2	0
732	18300	1.044	5	98
732	18300	1.044	3	18
732	18300	1.044	2	0
733	18325	1.045	5	98
733	18325	1.045	3	18
733	18325	1.045	2	0
734	18350	1.045	5	98
734	18350	1.045	3	18
734	18350	1.045	2	0
735	18375	1.046	5	98
735	18375	1.046	3	18
735	18375	1.046	2	0
736	18400	1.047	5	98
736	18400	1.047	3	18
736	18400	1.047	2	0
737	18425	1.048	5	98
737	18425	1.048	3	18
737	18425	1.048	2	0
738	18450	1.049	5	98
738	18450	1.049	3	18
738	18450	1.049	2	0
739	18475	1.049	5	98
739	18475	1.049	3	18
739	18475	1.049	2	0
740	18500	1.05	5	98
740	18500	1.05	3	18
740	18500	1.05	2	0
741	18525	1.051	5	98
741	18525	1.051	3	18
741	18525	1.051	2	0
742	18550	1.052	5	98
742	18550	1.052	3	18
742	18550	1.052	2	0
743	18575	1.053	5	98
743	18575	1.053	3	18
743	18575	1.053	2	0
744	18600	1.053	5	98
744	18600	1.053	3	18
744	18600	1.053	2	0
745	18625	1.054	5	98
745	18625	1.054	3	18
745	18625	1.054	2	0
746	18650	1.055	5	98
746	18650	1.055	3	18
746	18650	1.055	2	0
747	18675	1.056	5	98
747	18675	1.056	3	18
747	18675	1.056	2	0
748	18700	1.057	5	98
748	18700	1.057	3	18
748	18700	1.057	2	0
749	18725	1.059	5	98
749	18725	1.059	3	18
749	18725	1.059	2	0
750	18750	1.061	5	98
750	18750	1.061	3	18
750	18750	1.061	2	0
751	18775	1.063	5	98
751	18775	1.063	3	18
751	18775	1.063	2	0
752	18800	1.065	5	98
752	18800	1.065	3	18
752	18800	1.065	2	0
753	18825	1.066	5	98
753	18825	1.066	3	18
753	18825	1.066	2	0
754	18850	1.068	5	98
754	18850	1.068	3	18
754	18850	1.068	2	0
755	18875	1.069	5	98
755	18875	1.069	3	18
755	18875	1.069	2	0
756	18900	1.072	5	98
756	18900	1.072	3	18
756	18900	1.072	2	0
757	18925	1.074	5	98
757	18925	1.074	3	18
757	18925	1.074	2	0
758	18950	1.075	5	98
758	18950	1.075	3	18
758	18950	1.075	2	0
759	18975	1.078	5	98
759	18975	1.078	3	18
759	18975	1.078	2	0
760	19000	1.079	5	98
760	19000	1.079	3	18
760	19000	1.079	2	0
761	19025	1.08	5	98
761	19025	1.08	3	18
761	19025	1.08	2	0
762	19050	1.082	5	98
762	19050	1.082	3	18
762	19050	1.082	2	0
763	19075	1.083	5	98
763	19075	1.083	3	18
763	19075	1.083	2	0
764	19100	1.084	5	98
764	19100	1.084	3	18
764	19100	1.084	2	0
765	19125	1.084	5	98
765	19125	1.084	3	18
765	19125	1.084	2	0
766	19150	1.086	5	98
766	19150	1.086	3	18
766	19150	1.086	2	0
767	19175	1.087	5	98
767	19175	1.087	3	18
767	19175	1.087	2	0
768	19200	1.087	5	98
768	19200	1.087	3	18
768	19200	1.087	2	0
769	19225	1.089	5	98
769	19225	1.089	3	18
769	19225	1.089	2	0
770	19250	1.09	5	98
770	19250	1.09	3	18
770	19250	1.09	2	0
771	19275	1.09	5	98
771	19275	1.09	3	18
771	19275	1.09	2	0
772	19300	1.091	5	98
772	19300	1.091	3	18
772	19300	1.091	2	0
773	19325	1.092	5	98
773	19325	1.092	3	18
773	19325	1.092	2	0
774	19350	1.093	5	98
774	19350	1.093	3	18
774	19350	1.093	2	0
775	19375	1.094	5	98
775	19375	1.094	3	18
775	19375	1.094	2	0
776	19400	1.094	5	98
776	19400	1.094	3	18
776	19400	1.094	2	0
777	19425	1.095	5	98
777	19425	1.095	3	18
777	19425	1.095	2	0
778	19450	1.096	5	98
778	19450	1.096	3	18
778	19450	1.096	2	0
779	19475	1.097	5	98
779	19475	1.097	3	18
779	19475	1.097	2	0
780	19500	1.098	5	98
780	19500	1.098	3	18
780	19500	1.098	2	0
781	19525	1.098	5	98
781	19525	1.098	3	18
781	19525	1.098	2	0
782	19550	1.1	5	98
782	19550	1.1	3	18
782	19550	1.1	2	0
783	19575	1.1	5	98
783	19575	1.1	3	18
783	19575	1.1	2	0
784	19600	1.101	5	98
784	19600	1.101	3	18
784	19600	1.101	2	0
785	19625	1.102	5	98
785	19625	1.102	3	18
785	19625	1.102	2	0
786	19650	1.103	5	98
786	19650	1.103	3	18
786	19650	1.103	2	0
787	19675	1.103	5	98
787	19675	1.103	3	18
787	19675	1.103	2	0
788	19700	1.104	5	98
788	19700	1.104	3	18
788	19700	1.104	2	0
789	19725	1.105	5	98
789	19725	1.105	3	18
789	19725	1.105	2	0
790	19750	1.106	5	98
790	19750	1.106	3	18
790	19750	1.106	2	0
791	19775	1.108	5	98
791	19775	1.108	3	18
791	19775	1.108	2	0
792	19800	1.108	5	98
792	19800	1.108	3	18
792	19800	1.108	2	0
793	19825	1.109	5	98
793	19825	1.109	3	18
793	19825	1.109	2	0
794	19850	1.11	5	98
794	19850	1.11	3	18
794	19850	1.11	2	0
795	19875	1.111	5	98
795	19875	1.111	3	18
795	19875	1.111	2	0
796	19900	1.112	5	98
796	19900	1.112	3	18
796	19900	1.112	2	0
797	19925	1.113	5	98
797	19925	1.113	3	18
797	19925	1.113	2	0
798	19950	1.114	5	98
798	19950	1.114	3	18
798	19950	1.114	2	0
799	19975	1.115	5	98
799	19975	1.115	3	18
799	19975	1.115	2	0
800	20000	1.116	5	98
800	20000	1.116	3	18
800	20000	1.116	2	0
801	20025	1.117	5	98
801	20025	1.117	3	18
801	20025	1.117	2	0
802	20050	1.118	5	98
802	20050	1.118	3	18
802	20050	1.118	2	0
803	20075	1.119	5	98
803	20075	1.119	3	18
803	20075	1.119	2	0
804	20100	1.121	5	98
804	20100	1.121	3	18
804	20100	1.121	2	0
805	20125	1.122	5	98
805	20125	1.122	3	18
805	20125	1.122	2	0
806	20150	1.123	5	98
806	20150	1.123	3	18
806	20150	1.123	2	0
807	20175	1.124	5	98
807	20175	1.124	3	18
807	20175	1.124	2	0
808	20200	1.125	5	98
808	20200	1.125	3	18
808	20200	1.125	2	0
809	20225	1.126	5	98
809	20225	1.126	3	18
809	20225	1.126	2	0
810	20250	1.126	5	98
810	20250	1.126	3	18
810	20250	1.126	2	0
811	20275	1.127	5	98
811	20275	1.127	3	18
811	20275	1.127	2	0
812	20300	1.128	5	98
812	20300	1.128	3	18
812	20300	1.128	2	0
813	20325	1.129	5	98
813	20325	1.129	3	18
813	20325	1.129	2	0
814	20350	1.13	5	98
814	20350	1.13	3	18
814	20350	1.13	2	0
815	20375	1.13	5	98
815	20375	1.13	3	18
815	20375	1.13	2	0
816	20400	1.131	5	98
816	20400	1.131	3	18
816	20400	1.131	2	0
817	20425	1.132	5	98
817	20425	1.132	3	18
817	20425	1.132	2	0
818	20450	1.133	5	98
818	20450	1.133	3	18
818	20450	1.133	2	0
819	20475	1.135	5	98
819	20475	1.135	3	18
819	20475	1.135	2	0
820	20500	1.136	5	98
820	20500	1.136	3	18
820	20500	1.136	2	0
821	20525	1.137	5	98
821	20525	1.137	3	18
821	20525	1.137	2	0
822	20550	1.138	5	98
822	20550	1.138	3	18
822	20550	1.138	2	0
823	20575	1.138	5	98
823	20575	1.138	3	18
823	20575	1.138	2	0
824	20600	1.139	5	98
824	20600	1.139	3	18
824	20600	1.139	2	0
825	20625	1.14	5	98
825	20625	1.14	3	18
825	20625	1.14	2	0
826	20650	1.141	5	98
826	20650	1.141	3	18
826	20650	1.141	2	0
827	20675	1.142	5	98
827	20675	1.142	3	18
827	20675	1.142	2	0
828	20700	1.143	5	98
828	20700	1.143	3	18
828	20700	1.143	2	0
829	20725	1.143	5	98
829	20725	1.143	3	18
829	20725	1.143	2	0
830	20750	1.144	5	98
830	20750	1.144	3	18
830	20750	1.144	2	0
831	20775	1.145	5	98
831	20775	1.145	3	18
831	20775	1.145	2	0
832	20800	1.146	5	98
832	20800	1.146	3	18
832	20800	1.146	2	0
833	20825	1.147	5	98
833	20825	1.147	3	18
833	20825	1.147	2	0
834	20850	1.148	5	98
834	20850	1.148	3	18
834	20850	1.148	2	0
835	20875	1.148	5	98
835	20875	1.148	3	18
835	20875	1.148	2	0
836	20900	1.149	5	98
836	20900	1.149	3	18
836	20900	1.149	2	0
837	20925	1.15	5	98
837	20925	1.15	3	18
837	20925	1.15	2	0
838	20950	1.151	5	98
838	20950	1.151	3	18
838	20950	1.151	2	0
839	20975	1.152	5	98
839	20975	1.152	3	18
839	20975	1.152	2	0
840	21000	1.153	5	98
840	21000	1.153	3	18
840	21000	1.153	2	0
841	21025	1.153	5	98
841	21025	1.153	3	18
841	21025	1.153	2	0
842	21050	1.154	5	98
842	21050	1.154	3	18
842	21050	1.154	2	0
843	21075	1.155	5	98
843	21075	1.155	3	18
843	21075	1.155	2	0
844	21100	1.156	5	98
844	21100	1.156	3	18
844	21100	1.156	2	0
845	21125	1.157	5	98
845	21125	1.157	3	18
845	21125	1.157	2	0
846	21150	1.158	5	98
846	21150	1.158	3	18
846	21150	1.158	2	0
847	21175	1.159	5	98
847	21175	1.159	3	18
847	21175	1.159	2	0
848	21200	1.16	5	98
848	21200	1.16	3	18
848	21200	1.16	2	0
849	21225	1.161	5	98
849	21225	1.161	3	18
849	21225	1.161	2	0
850	21250	1.162	5	98
850	21250	1.162	3	18
850	21250	1.162	2	0
851	21275	1.163	5	98
851	21275	1.163	3	18
851	21275	1.163	2	0
852	21300	1.165	5	98
852	21300	1.165	3	18
852	21300	1.165	2	0
853	21325	1.166	5	98
853	21325	1.166	3	18
853	21325	1.166	2	0
854	21350	1.167	5	98
854	21350	1.167	3	18
854	21350	1.167	2	0
855	21375	1.168	5	98
855	21375	1.168	3	18
855	21375	1.168	2	0
856	21400	1.171	5	98
856	21400	1.171	3	18
856	21400	1.171	2	0
857	21425	1.173	5	98
857	21425	1.173	3	18
857	21425	1.173	2	0
858	21450	1.175	5	98
858	21450	1.175	3	18
858	21450	1.175	2	0
859	21475	1.176	5	98
859	21475	1.176	3	18
859	21475	1.176	2	0
860	21500	1.177	5	98
860	21500	1.177	3	18
860	21500	1.177	2	0
861	21525	1.179	5	98
861	21525	1.179	3	18
861	21525	1.179	2	0
862	21550	1.18	5	98
862	21550	1.18	3	18
862	21550	1.18	2	0
863	21575	1.181	5	98
863	21575	1.181	3	18
863	21575	1.181	2	0
864	21600	1.182	5	98
864	21600	1.182	3	18
864	21600	1.182	2	0
865	21625	1.183	5	98
865	21625	1.183	3	18
865	21625	1.183	2	0
866	21650	1.185	5	98
866	21650	1.185	3	18
866	21650	1.185	2	0
867	21675	1.186	5	98
867	21675	1.186	3	18
867	21675	1.186	2	0
868	21700	1.187	5	98
868	21700	1.187	3	18
868	21700	1.187	2	0
869	21725	1.187	5	98
869	21725	1.187	3	18
869	21725	1.187	2	0
870	21750	1.188	5	98
870	21750	1.188	3	18
870	21750	1.188	2	0
871	21775	1.189	5	98
871	21775	1.189	3	18
871	21775	1.189	2	0
872	21800	1.19	5	98
872	21800	1.19	3	18
872	21800	1.19	2	0
873	21825	1.191	5	98
873	21825	1.191	3	18
873	21825	1.191	2	0
874	21850	1.192	5	98
874	21850	1.192	3	18
874	21850	1.192	2	0
875	21875	1.193	5	98
875	21875	1.193	3	18
875	21875	1.193	2	0
876	21900	1.193	5	98
876	21900	1.193	3	18
876	21900	1.193	2	0
877	21925	1.194	5	98
877	21925	1.194	3	18
877	21925	1.194	2	0
878	21950	1.195	5	98
878	21950	1.195	3	18
878	21950	1.195	2	0
879	21975	1.196	5	98
879	21975	1.196	3	18
879	21975	1.196	2	0
880	22000	1.197	5	98
880	22000	1.197	3	18
880	22000	1.197	2	0
881	22025	1.199	5	98
881	22025	1.199	3	18
881	22025	1.199	2	0
882	22050	1.2	5	98
882	22050	1.2	3	18
882	22050	1.2	2	0
883	22075	1.202	5	98
883	22075	1.202	3	18
883	22075	1.202	2	0
884	22100	1.204	5	98
884	22100	1.204	3	18
884	22100	1.204	2	0
885	22125	1.206	5	98
885	22125	1.206	3	18
885	22125	1.206	2	0
886	22150	1.208	5	98
886	22150	1.208	3	18
886	22150	1.208	2	0
887	22175	1.209	5	98
887	22175	1.209	3	18
887	22175	1.209	2	0
888	22200	1.21	5	98
888	22200	1.21	3	18
888	22200	1.21	2	0
889	22225	1.212	5	98
889	22225	1.212	3	18
889	22225	1.212	2	0
890	22250	1.213	5	98
890	22250	1.213	3	18
890	22250	1.213	2	0
891	22275	1.215	5	98
891	22275	1.215	3	18
891	22275	1.215	2	0
892	22300	1.216	5	98
892	22300	1.216	3	18
892	22300	1.216	2	0
893	22325	1.217	5	98
893	22325	1.217	3	18
893	22325	1.217	2	0
894	22350	1.218	5	98
894	22350	1.218	3	18
894	22350	1.218	2	0
895	22375	1.218	5	98
895	22375	1.218	3	18
895	22375	1.218	2	0
896	22400	1.219	5	98
896	22400	1.219	3	18
896	22400	1.219	2	0
897	22425	1.22	5	98
897	22425	1.22	3	18
897	22425	1.22	2	0
898	22450	1.221	5	98
898	22450	1.221	3	18
898	22450	1.221	2	0
899	22475	1.222	5	98
899	22475	1.222	3	18
899	22475	1.222	2	0
900	22500	1.222	5	98
900	22500	1.222	3	18
900	22500	1.222	2	0
901	22525	1.223	5	98
901	22525	1.223	3	18
901	22525	1.223	2	0
902	22550	1.224	5	98
902	22550	1.224	3	18
902	22550	1.224	2	0
903	22575	1.225	5	98
903	22575	1.225	3	18
903	22575	1.225	2	0
904	22600	1.226	5	98
904	22600	1.226	3	18
904	22600	1.226	2	0
905	22625	1.228	5	98
905	22625	1.228	3	18
905	22625	1.228	2	0
906	22650	1.229	5	98
906	22650	1.229	3	18
906	22650	1.229	2	0
907	22675	1.229	5	98
907	22675	1.229	3	18
907	22675	1.229	2	0
908	22700	1.23	5	98
908	22700	1.23	3	18
908	22700	1.23	2	0
909	22725	1.231	5	98
909	22725	1.231	3	18
909	22725	1.231	2	0
910	22750	1.232	5	98
910	22750	1.232	3	18
910	22750	1.232	2	0
911	22775	1.233	5	98
911	22775	1.233	3	18
911	22775	1.233	2	0
912	22800	1.233	5	98
912	22800	1.233	3	18
912	22800	1.233	2	0
913	22825	1.234	5	98
913	22825	1.234	3	18
913	22825	1.234	2	0
914	22850	1.235	5	98
914	22850	1.235	3	18
914	22850	1.235	2	0
915	22875	1.236	5	98
915	22875	1.236	3	18
915	22875	1.236	2	0
916	22900	1.237	5	98
916	22900	1.237	3	18
916	22900	1.237	2	0
917	22925	1.238	5	98
917	22925	1.238	3	18
917	22925	1.238	2	0
918	22950	1.238	5	98
918	22950	1.238	3	18
918	22950	1.238	2	0
919	22975	1.239	5	98
919	22975	1.239	3	18
919	22975	1.239	2	0
920	23000	1.24	5	98
920	23000	1.24	3	18
920	23000	1.24	2	0
921	23025	1.241	5	98
921	23025	1.241	3	18
921	23025	1.241	2	0
922	23050	1.241	5	98
922	23050	1.241	3	18
922	23050	1.241	2	0
923	23075	1.242	5	98
923	23075	1.242	3	18
923	23075	1.242	2	0
924	23100	1.243	5	98
924	23100	1.243	3	18
924	23100	1.243	2	0
925	23125	1.244	5	98
925	23125	1.244	3	18
925	23125	1.244	2	0
926	23150	1.244	5	98
926	23150	1.244	3	18
926	23150	1.244	2	0
927	23175	1.245	5	98
927	23175	1.245	3	18
927	23175	1.245	2	0
928	23200	1.246	5	98
928	23200	1.246	3	18
928	23200	1.246	2	0
929	23225	1.247	5	98
929	23225	1.247	3	18
929	23225	1.247	2	0
930	23250	1.247	5	98
930	23250	1.247	3	18
930	23250	1.247	2	0
931	23275	1.248	5	98
931	23275	1.248	3	18
931	23275	1.248	2	0
932	23300	1.249	5	98
932	23300	1.249	3	18
932	23300	1.249	2	0
933	23325	1.25	5	98
933	23325	1.25	3	18
933	23325	1.25	2	0
934	23350	1.251	5	98
934	23350	1.251	3	18
934	23350	1.251	2	0
935	23375	1.252	5	98
935	23375	1.252	3	18
935	23375	1.252	2	0
936	23400	1.253	5	98
936	23400	1.253	3	18
936	23400	1.253	2	0
937	23425	1.254	5	98
937	23425	1.254	3	18
937	23425	1.254	2	0
938	23450	1.255	5	98
938	23450	1.255	3	18
938	23450	1.255	2	0
939	23475	1.256	5	98
939	23475	1.256	3	18
939	23475	1.256	2	0
940	23500	1.256	5	98
940	23500	1.256	3	18
940	23500	1.256	2	0
941	23525	1.258	5	98
941	23525	1.258	3	18
941	23525	1.258	2	0
942	23550	1.259	5	98
942	23550	1.259	3	18
942	23550	1.259	2	0
943	23575	1.26	5	98
943	23575	1.26	3	18
943	23575	1.26	2	0
944	23600	1.261	5	98
944	23600	1.261	3	18
944	23600	1.261	2	0
945	23625	1.262	5	98
945	23625	1.262	3	18
945	23625	1.262	2	0
946	23650	1.262	5	98
946	23650	1.262	3	18
946	23650	1.262	2	0
947	23675	1.263	5	98
947	23675	1.263	3	18
947	23675	1.263	2	0
948	23700	1.264	5	98
948	23700	1.264	3	18
948	23700	1.264	2	0
949	23725	1.265	5	98
949	23725	1.265	3	18
949	23725	1.265	2	0
950	23750	1.266	5	98
950	23750	1.266	3	18
950	23750	1.266	2	0
951	23775	1.267	5	98
951	23775	1.267	3	18
951	23775	1.267	2	0
952	23800	1.267	5	98
952	23800	1.267	3	18
952	23800	1.267	2	0
953	23825	1.268	5	98
953	23825	1.268	3	18
953	23825	1.268	2	0
954	23850	1.269	5	98
954	23850	1.269	3	18
954	23850	1.269	2	0
955	23875	1.27	5	98
955	23875	1.27	3	18
955	23875	1.27	2	0
956	23900	1.271	5	98
956	23900	1.271	3	18
956	23900	1.271	2	0
957	23925	1.271	5	98
957	23925	1.271	3	18
957	23925	1.271	2	0
958	23950	1.272	5	98
958	23950	1.272	3	18
958	23950	1.272	2	0
959	23975	1.273	5	98
959	23975	1.273	3	18
959	23975	1.273	2	0
960	24000	1.274	5	98
960	24000	1.274	3	18
960	24000	1.274	2	0
961	24025	1.275	5	98
961	24025	1.275	3	18
961	24025	1.275	2	0
962	24050	1.276	5	98
962	24050	1.276	3	18
962	24050	1.276	2	0
963	24075	1.278	5	98
963	24075	1.278	3	18
963	24075	1.278	2	0
964	24100	1.28	5	98
964	24100	1.28	3	18
964	24100	1.28	2	0
965	24125	1.281	5	98
965	24125	1.281	3	18
965	24125	1.281	2	0
966	24150	1.282	5	98
966	24150	1.282	3	18
966	24150	1.282	2	0
967	24175	1.283	5	98
967	24175	1.283	3	18
967	24175	1.283	2	0
968	24200	1.284	5	98
968	24200	1.284	3	18
968	24200	1.284	2	0
969	24225	1.285	5	98
969	24225	1.285	3	18
969	24225	1.285	2	0
970	24250	1.286	5	98
970	24250	1.286	3	18
970	24250	1.286	2	0
971	24275	1.286	5	98
971	24275	1.286	3	18
971	24275	1.286	2	0
972	24300	1.288	5	98
972	24300	1.288	3	18
972	24300	1.288	2	0
973	24325	1.289	5	98
973	24325	1.289	3	18
973	24325	1.289	2	0
974	24350	1.29	5	98
974	24350	1.29	3	18
974	24350	1.29	2	0
975	24375	1.291	5	98
975	24375	1.291	3	18
975	24375	1.291	2	0
976	24400	1.292	5	98
976	24400	1.292	3	18
976	24400	1.292	2	0
977	24425	1.293	5	98
977	24425	1.293	3	18
977	24425	1.293	2	0
978	24450	1.293	5	98
978	24450	1.293	3	18
978	24450	1.293	2	0
979	24475	1.294	5	98
979	24475	1.294	3	18
979	24475	1.294	2	0
980	24500	1.295	5	98
980	24500	1.295	3	18
980	24500	1.295	2	0
981	24525	1.296	5	98
981	24525	1.296	3	18
981	24525	1.296	2	0
982	24550	1.297	5	98
982	24550	1.297	3	18
982	24550	1.297	2	0
983	24575	1.298	5	98
983	24575	1.298	3	18
983	24575	1.298	2	0
984	24600	1.299	5	98
984	24600	1.299	3	18
984	24600	1.299	2	0
985	24625	1.299	5	98
985	24625	1.299	3	18
985	24625	1.299	2	0
986	24650	1.3	5	98
986	24650	1.3	3	18
986	24650	1.3	2	0
987	24675	1.301	5	98
987	24675	1.301	3	18
987	24675	1.301	2	0
988	24700	1.302	5	98
988	24700	1.302	3	18
988	24700	1.302	2	0
989	24725	1.303	5	98
989	24725	1.303	3	18
989	24725	1.303	2	0
990	24750	1.303	5	98
990	24750	1.303	3	18
990	24750	1.303	2	0
991	24775	1.304	5	98
991	24775	1.304	3	18
991	24775	1.304	2	0
992	24800	1.305	5	98
992	24800	1.305	3	18
992	24800	1.305	2	0
993	24825	1.306	5	98
993	24825	1.306	3	18
993	24825	1.306	2	0
994	24850	1.306	5	98
994	24850	1.306	3	18
994	24850	1.306	2	0
995	24875	1.307	5	98
995	24875	1.307	3	18
995	24875	1.307	2	0
996	24900	1.308	5	98
996	24900	1.308	3	18
996	24900	1.308	2	0
997	24925	1.309	5	98
997	24925	1.309	3	18
997	24925	1.309	2	0
998	24950	1.31	5	98
998	24950	1.31	3	18
998	24950	1.31	2	0
999	24975	1.31	5	98
999	24975	1.31	3	18
999	24975	1.31	2	0
1000	25000	1.311	5	98
1000	25000	1.311	3	18
1000	25000	1.311	2	0
